LINEID,ROUTEID,STOPPOINTID,DIRECTION,TRIPS_PLANNEDTIME_DEP,DAYOFWEEK
14C,14C_18,4397,2,82800,6
14C,14C_18,2848,2,82800,6
14C,14C_18,2849,2,82800,6
14C,14C_18,2850,2,82800,6
14C,14C_18,2851,2,82800,6
14C,14C_18,4707,2,82800,6
14C,14C_18,4708,2,82800,6
14C,14C_18,4336,2,82800,6
14C,14C_18,1051,2,82800,6
14C,14C_18,1052,2,82800,6
14C,14C_18,1053,2,82800,6
14C,14C_18,1054,2,82800,6
14C,14C_18,1036,2,82800,6
14C,14C_18,4709,2,82800,6
14C,14C_18,1037,2,82800,6
14C,14C_18,2998,2,82800,6
14C,14C_18,2999,2,82800,6
14C,14C_18,3000,2,82800,6
14C,14C_18,3001,2,82800,6
14C,14C_18,3002,2,82800,6
14C,14C_18,1167,2,82800,6
14C,14C_18,1168,2,82800,6
14C,14C_18,1169,2,82800,6
14C,14C_18,1170,2,82800,6
14C,14C_18,1069,2,82800,6
14C,14C_18,1070,2,82800,6
14C,14C_18,1071,2,82800,6
14C,14C_18,4528,2,82800,6
14C,14C_18,1072,2,82800,6
14C,14C_18,7577,2,82800,6
14C,14C_18,1353,2,82800,6
14C,14C_18,7589,2,82800,6
14C,14C_18,7578,2,82800,6
14C,14C_18,1038,2,82800,6
14C,14C_18,297,2,82800,6
14C,14C_18,1354,2,82800,6
14C,14C_18,7582,2,82800,6
14C,14C_18,1166,2,82800,6
14C,14C_18,2826,2,82800,6
14C,14C_18,2852,2,82800,6
14C,14C_18,2843,2,82800,6
14C,14C_10,6041,2,82800,5
14C,14C_10,2826,2,82800,5
14C,14C_10,2842,2,82800,5
14C,14C_10,2843,2,82800,5
14C,14C_10,2845,2,82800,5
14C,14C_10,2846,2,82800,5
14C,14C_10,2847,2,82800,5
14C,14C_10,4397,2,82800,5
14C,14C_10,2850,2,82800,5
14C,14C_10,2851,2,82800,5
14C,14C_10,2852,2,82800,5
14C,14C_10,4708,2,82800,5
14C,14C_10,1051,2,82800,5
14C,14C_10,1052,2,82800,5
14C,14C_10,1054,2,82800,5
14C,14C_10,1036,2,82800,5
14C,14C_10,1037,2,82800,5
14C,14C_10,2998,2,82800,5
14C,14C_10,2999,2,82800,5
14C,14C_10,3000,2,82800,5
14C,14C_10,3001,2,82800,5
14C,14C_10,1166,2,82800,5
14C,14C_10,1167,2,82800,5
14C,14C_10,1169,2,82800,5
14C,14C_10,1170,2,82800,5
14C,14C_10,1069,2,82800,5
14C,14C_10,1070,2,82800,5
14C,14C_10,4528,2,82800,5
14C,14C_10,1072,2,82800,5
14C,14C_10,297,2,82800,5
14C,14C_10,2844,2,82800,5
14C,14C_10,2848,2,82800,5
14C,14C_10,4707,2,82800,5
14C,14C_10,1053,2,82800,5
14C,14C_10,1038,2,82800,5
14C,14C_10,3002,2,82800,5
14C,14C_10,1168,2,82800,5
14C,14C_10,1071,2,82800,5
14C,14C_10,2849,2,82800,5
14C,14C_10,4336,2,82800,5
14C,14C_10,4709,2,82800,5
14C,14C_10,6041,2,84000,5
14C,14C_10,2826,2,84000,5
14C,14C_10,2842,2,84000,5
14C,14C_10,2843,2,84000,5
14C,14C_10,2845,2,84000,5
14C,14C_10,2846,2,84000,5
14C,14C_10,2847,2,84000,5
14C,14C_10,4397,2,84000,5
14C,14C_10,2848,2,84000,5
14C,14C_10,2849,2,84000,5
14C,14C_10,2850,2,84000,5
14C,14C_10,2851,2,84000,5
14C,14C_10,2852,2,84000,5
14C,14C_10,4708,2,84000,5
14C,14C_10,4336,2,84000,5
14C,14C_10,1051,2,84000,5
14C,14C_10,1052,2,84000,5
14C,14C_10,1054,2,84000,5
14C,14C_10,1036,2,84000,5
14C,14C_10,4709,2,84000,5
14C,14C_10,1037,2,84000,5
14C,14C_10,2998,2,84000,5
14C,14C_10,2999,2,84000,5
14C,14C_10,3001,2,84000,5
14C,14C_10,1166,2,84000,5
14C,14C_10,1167,2,84000,5
14C,14C_10,1168,2,84000,5
14C,14C_10,1169,2,84000,5
14C,14C_10,1069,2,84000,5
14C,14C_10,1070,2,84000,5
14C,14C_10,1071,2,84000,5
14C,14C_10,4528,2,84000,5
14C,14C_10,1072,2,84000,5
14C,14C_10,4707,2,84000,5
14C,14C_10,1053,2,84000,5
14C,14C_10,1038,2,84000,5
14C,14C_10,3002,2,84000,5
14C,14C_10,2844,2,84000,5
14C,14C_10,3000,2,84000,5
14C,14C_10,1170,2,84000,5
14C,14C_17,248,1,83400,5
14C,14C_17,250,1,83400,5
14C,14C_17,251,1,83400,5
14C,14C_17,252,1,83400,5
14C,14C_17,255,1,83400,5
14C,14C_17,235,1,83400,5
14C,14C_17,236,1,83400,5
14C,14C_17,1190,1,83400,5
14C,14C_17,1191,1,83400,5
14C,14C_17,1194,1,83400,5
14C,14C_17,1195,1,83400,5
14C,14C_17,664,1,83400,5
14C,14C_17,666,1,83400,5
14C,14C_17,668,1,83400,5
14C,14C_17,614,1,83400,5
14C,14C_17,616,1,83400,5
14C,14C_17,617,1,83400,5
14C,14C_17,618,1,83400,5
14C,14C_17,619,1,83400,5
14C,14C_17,4415,1,83400,5
14C,14C_17,301,1,83400,5
14C,14C_17,336,1,83400,5
14C,14C_17,234,1,83400,5
14C,14C_17,1192,1,83400,5
14C,14C_17,665,1,83400,5
14C,14C_17,615,1,83400,5
14C,14C_17,675,1,83400,5
14C,14C_17,249,1,83400,5
14C,14C_17,1193,1,83400,5
14C,14C_17,667,1,83400,5
14C,14C_18,2844,2,82800,5
14C,14C_18,2826,2,82800,5
14C,14C_18,6041,2,82800,5
14C,14C_18,2842,2,82800,5
14C,14C_18,2843,2,82800,5
14C,14C_18,2845,2,82800,5
14C,14C_18,2846,2,82800,5
14C,14C_18,2847,2,82800,5
14C,14C_18,4397,2,82800,5
14C,14C_18,2848,2,82800,5
14C,14C_18,2849,2,82800,5
14C,14C_18,2850,2,82800,5
14C,14C_18,4707,2,82800,5
14C,14C_18,4708,2,82800,5
14C,14C_18,4336,2,82800,5
14C,14C_18,2852,2,82800,5
14C,14C_18,1051,2,82800,5
14C,14C_18,1052,2,82800,5
14C,14C_18,1053,2,82800,5
14C,14C_18,1054,2,82800,5
14C,14C_18,1036,2,82800,5
14C,14C_18,4709,2,82800,5
14C,14C_18,1038,2,82800,5
14C,14C_18,2998,2,82800,5
14C,14C_18,3000,2,82800,5
14C,14C_18,3002,2,82800,5
14C,14C_18,1166,2,82800,5
14C,14C_18,1167,2,82800,5
14C,14C_18,1168,2,82800,5
14C,14C_18,1169,2,82800,5
14C,14C_18,1069,2,82800,5
14C,14C_18,1070,2,82800,5
14C,14C_18,1071,2,82800,5
14C,14C_18,4528,2,82800,5
14C,14C_18,1072,2,82800,5
14C,14C_18,1353,2,82800,5
14C,14C_18,1354,2,82800,5
14C,14C_18,7589,2,82800,5
14C,14C_18,7578,2,82800,5
14C,14C_18,7582,2,82800,5
14C,14C_18,7577,2,82800,5
14C,14C_18,2851,2,82800,5
14C,14C_18,1037,2,82800,5
14C,14C_18,3001,2,82800,5
14C,14C_18,1170,2,82800,5
14C,14C_18,2842,2,84000,5
14C,14C_18,2843,2,84000,5
14C,14C_18,2845,2,84000,5
14C,14C_18,2846,2,84000,5
14C,14C_18,4397,2,84000,5
14C,14C_18,2849,2,84000,5
14C,14C_18,2850,2,84000,5
14C,14C_18,2851,2,84000,5
14C,14C_18,4708,2,84000,5
14C,14C_18,2852,2,84000,5
14C,14C_18,4336,2,84000,5
14C,14C_18,1051,2,84000,5
14C,14C_18,1054,2,84000,5
14C,14C_18,1036,2,84000,5
14C,14C_18,4709,2,84000,5
14C,14C_18,1037,2,84000,5
14C,14C_18,2998,2,84000,5
14C,14C_18,2999,2,84000,5
14C,14C_18,3000,2,84000,5
14C,14C_18,3001,2,84000,5
14C,14C_18,1166,2,84000,5
14C,14C_18,1167,2,84000,5
14C,14C_18,1168,2,84000,5
14C,14C_18,1169,2,84000,5
14C,14C_18,1069,2,84000,5
14C,14C_18,1070,2,84000,5
14C,14C_18,1071,2,84000,5
14C,14C_18,4528,2,84000,5
14C,14C_18,1072,2,84000,5
14C,14C_18,7577,2,84000,5
14C,14C_18,1353,2,84000,5
14C,14C_18,7589,2,84000,5
14C,14C_18,7578,2,84000,5
14C,14C_18,7582,2,84000,5
14C,14C_18,6041,2,84000,5
14C,14C_18,2844,2,84000,5
14C,14C_18,2848,2,84000,5
14C,14C_18,4707,2,84000,5
14C,14C_18,1053,2,84000,5
14C,14C_18,1038,2,84000,5
14C,14C_18,3002,2,84000,5
14C,14C_18,1170,2,84000,5
14C,14C_18,1354,2,84000,5
14C,14C_18,2826,2,84000,5
14C,14C_18,2847,2,84000,5
14C,14C_18,1052,2,84000,5
14C,14C_18,2999,2,82800,5
14C,14C_18,297,2,82800,5
14C,14C_18,297,2,84000,5
14C,14C_17,252,1,83400,3
14C,14C_17,236,1,83400,3
14C,14C_17,1194,1,83400,3
14C,14C_17,667,1,83400,3
14C,14C_17,616,1,83400,3
14C,14C_17,4415,1,83400,3
14C,14C_17,248,1,83400,3
14C,14C_17,249,1,83400,3
14C,14C_17,250,1,83400,3
14C,14C_17,251,1,83400,3
14C,14C_17,255,1,83400,3
14C,14C_17,234,1,83400,3
14C,14C_17,235,1,83400,3
14C,14C_17,1191,1,83400,3
14C,14C_17,1192,1,83400,3
14C,14C_17,1193,1,83400,3
14C,14C_17,1195,1,83400,3
14C,14C_17,664,1,83400,3
14C,14C_17,665,1,83400,3
14C,14C_17,666,1,83400,3
14C,14C_17,668,1,83400,3
14C,14C_17,614,1,83400,3
14C,14C_17,615,1,83400,3
14C,14C_17,617,1,83400,3
14C,14C_17,618,1,83400,3
14C,14C_17,619,1,83400,3
14C,14C_17,675,1,83400,3
14C,14C_17,301,1,83400,3
14C,14C_17,336,1,83400,3
14C,14C_17,1190,1,83400,3
14C,14C_18,4709,2,84000,3
14C,14C_18,1037,2,84000,3
14C,14C_18,6041,2,84000,3
14C,14C_18,2826,2,84000,3
14C,14C_18,2843,2,84000,3
14C,14C_18,2844,2,84000,3
14C,14C_18,2845,2,84000,3
14C,14C_18,2846,2,84000,3
14C,14C_18,4397,2,84000,3
14C,14C_18,1038,2,84000,3
14C,14C_18,2998,2,84000,3
14C,14C_18,3000,2,84000,3
14C,14C_18,3001,2,84000,3
14C,14C_18,3002,2,84000,3
14C,14C_18,1166,2,84000,3
14C,14C_18,1167,2,84000,3
14C,14C_18,1168,2,84000,3
14C,14C_18,1169,2,84000,3
14C,14C_18,1170,2,84000,3
14C,14C_18,1069,2,84000,3
14C,14C_18,1070,2,84000,3
14C,14C_18,4528,2,84000,3
14C,14C_18,1072,2,84000,3
14C,14C_18,7577,2,84000,3
14C,14C_18,1353,2,84000,3
14C,14C_18,1354,2,84000,3
14C,14C_18,7578,2,84000,3
14C,14C_18,7582,2,84000,3
14C,14C_18,297,2,84000,3
14C,14C_18,2849,2,84000,3
14C,14C_18,2850,2,84000,3
14C,14C_18,2851,2,84000,3
14C,14C_18,2852,2,84000,3
14C,14C_18,4707,2,84000,3
14C,14C_18,4708,2,84000,3
14C,14C_18,4336,2,84000,3
14C,14C_18,1051,2,84000,3
14C,14C_18,1052,2,84000,3
14C,14C_18,1053,2,84000,3
14C,14C_18,1036,2,84000,3
14C,14C_18,2848,2,84000,3
14C,14C_18,1054,2,84000,3
14C,14C_18,2842,2,84000,3
14C,14C_18,2847,2,84000,3
14C,14C_18,2999,2,84000,3
14C,14C_18,1071,2,84000,3
14C,14C_18,7589,2,84000,3
14C,14C_17,619,1,83400,4
14C,14C_17,248,1,83400,4
14C,14C_17,249,1,83400,4
14C,14C_17,250,1,83400,4
14C,14C_17,251,1,83400,4
14C,14C_17,252,1,83400,4
14C,14C_17,255,1,83400,4
14C,14C_17,234,1,83400,4
14C,14C_17,235,1,83400,4
14C,14C_17,236,1,83400,4
14C,14C_17,1190,1,83400,4
14C,14C_17,1191,1,83400,4
14C,14C_17,1192,1,83400,4
14C,14C_17,1193,1,83400,4
14C,14C_17,1194,1,83400,4
14C,14C_17,1195,1,83400,4
14C,14C_17,664,1,83400,4
14C,14C_17,665,1,83400,4
14C,14C_17,666,1,83400,4
14C,14C_17,667,1,83400,4
14C,14C_17,668,1,83400,4
14C,14C_17,614,1,83400,4
14C,14C_17,615,1,83400,4
14C,14C_17,616,1,83400,4
14C,14C_17,617,1,83400,4
14C,14C_17,618,1,83400,4
14C,14C_17,675,1,83400,4
14C,14C_17,4415,1,83400,4
14C,14C_18,2826,2,84000,4
14C,14C_18,2848,2,84000,4
14C,14C_18,1072,2,84000,4
14C,14C_18,7578,2,84000,4
14C,14C_18,2850,2,84000,4
14C,14C_18,2851,2,84000,4
14C,14C_18,2852,2,84000,4
14C,14C_18,4707,2,84000,4
14C,14C_18,4708,2,84000,4
14C,14C_18,4336,2,84000,4
14C,14C_18,1051,2,84000,4
14C,14C_18,1052,2,84000,4
14C,14C_18,1053,2,84000,4
14C,14C_18,1054,2,84000,4
14C,14C_18,1036,2,84000,4
14C,14C_18,4709,2,84000,4
14C,14C_18,1037,2,84000,4
14C,14C_18,1038,2,84000,4
14C,14C_18,2998,2,84000,4
14C,14C_18,2999,2,84000,4
14C,14C_18,3000,2,84000,4
14C,14C_18,3001,2,84000,4
14C,14C_18,3002,2,84000,4
14C,14C_18,1166,2,84000,4
14C,14C_18,1167,2,84000,4
14C,14C_18,1168,2,84000,4
14C,14C_18,1169,2,84000,4
14C,14C_18,1170,2,84000,4
14C,14C_18,1069,2,84000,4
14C,14C_18,1070,2,84000,4
14C,14C_18,1071,2,84000,4
14C,14C_18,4528,2,84000,4
14C,14C_18,7577,2,84000,4
14C,14C_18,1353,2,84000,4
14C,14C_18,1354,2,84000,4
14C,14C_18,7589,2,84000,4
14C,14C_18,7582,2,84000,4
14C,14C_18,6041,2,84000,4
14C,14C_18,2842,2,84000,4
14C,14C_18,2843,2,84000,4
14C,14C_18,2844,2,84000,4
14C,14C_18,2845,2,84000,4
14C,14C_18,2846,2,84000,4
14C,14C_18,2847,2,84000,4
14C,14C_18,4397,2,84000,4
14C,14C_18,2849,2,84000,4
